,word,define,synonyms,similarity 
3840,act,"something successfully done, completed",attainment,100
3841,act,"something successfully done, completed",stroke,100
3842,act,"something successfully done, completed",production,100
3843,act,"something successfully done, completed",fulfillment,100
3844,act,"something successfully done, completed",act,100
3845,act,"something successfully done, completed",execution,100
3846,act,"something successfully done, completed",conclusion,100
3847,act,"something successfully done, completed",bringing about,100
3848,act,"something successfully done, completed",carrying out,100
3849,act,"something successfully done, completed",effecting,100
3850,act,"something successfully done, completed",talents,100
3851,act,"something successfully done, completed",abilities,100
3852,act,"something successfully done, completed",efforts,100
3853,act,"something successfully done, completed",capabilities,100
3854,act,"something successfully done, completed",exploits,100
3855,act,"something successfully done, completed",triumphs,100
3856,act,"something successfully done, completed",performances,100
3857,act,"something successfully done, completed",skills,100
3858,act,"something successfully done, completed",feats,100
3859,act,"something successfully done, completed",deeds,100
3860,act,"something successfully done, completed",achievements,100
3861,act,"something successfully done, completed",completions,100
3862,act,"something successfully done, completed",coups,100
3863,act,"something successfully done, completed",finishes,100
3864,act,"something successfully done, completed",arts,100
3865,act,"something successfully done, completed",consummations,100
3866,act,"something successfully done, completed",realizations,100
3867,act,"something successfully done, completed",proficiencies,100
3868,act,"something successfully done, completed",attainments,100
3869,act,"something successfully done, completed",strokes,100
3870,act,"something successfully done, completed",productions,100
3871,act,"something successfully done, completed",fulfillments,100
3872,act,"something successfully done, completed",acts,100
3873,act,"something successfully done, completed",executions,100
3874,act,"something successfully done, completed",conclusions,100
3875,act,"something successfully done, completed",bringing abouts,100
3876,act,"something successfully done, completed",carrying outs,100
3877,act,"something successfully done, completed",effectings,100
3878,act,something completed successfully; goal reached,creation,100
3879,act,something completed successfully; goal reached,success,100
3880,act,something completed successfully; goal reached,effort,100
3881,act,something completed successfully; goal reached,accomplishment,100
3882,act,something completed successfully; goal reached,attainment,100
3883,act,something completed successfully; goal reached,victory,100
3884,act,something completed successfully; goal reached,realization,100
3885,act,something completed successfully; goal reached,performance,100
3886,act,something completed successfully; goal reached,deed,100
3887,act,something completed successfully; goal reached,feat,100
3888,act,something completed successfully; goal reached,triumph,100
3889,act,something completed successfully; goal reached,completion,100
3890,act,something completed successfully; goal reached,acquirement,100
3891,act,something completed successfully; goal reached,hit,100
3892,act,something completed successfully; goal reached,actualization,100
3893,act,something completed successfully; goal reached,consummation,100
3894,act,something completed successfully; goal reached,conquest,100
3895,act,something completed successfully; goal reached,stroke,100
3896,act,something completed successfully; goal reached,effectuation,100
3897,act,something completed successfully; goal reached,production,100
3898,act,something completed successfully; goal reached,exploit,100
3899,act,something completed successfully; goal reached,masterpiece,100
3900,act,something completed successfully; goal reached,fulfillment,100
3901,act,something completed successfully; goal reached,act,100
3902,act,something completed successfully; goal reached,execution,100
3903,act,something completed successfully; goal reached,enactment,100
3904,act,something completed successfully; goal reached,acquisition,100
3905,act,something completed successfully; goal reached,contrivance,100
3906,act,something completed successfully; goal reached,tour de force,100
3907,act,something completed successfully; goal reached,encompassment,100
3908,act,something completed successfully; goal reached,creations,100
3909,act,something completed successfully; goal reached,successes,100
3910,act,something completed successfully; goal reached,efforts,100
3911,act,something completed successfully; goal reached,accomplishments,100
3912,act,something completed successfully; goal reached,attainments,100
3913,act,something completed successfully; goal reached,victories,100
3914,act,something completed successfully; goal reached,realizations,100
3915,act,something completed successfully; goal reached,performances,100
3916,act,something completed successfully; goal reached,deeds,100
3917,act,something completed successfully; goal reached,feats,100
3918,act,something completed successfully; goal reached,triumphs,100
3919,act,something completed successfully; goal reached,completions,100
3920,act,something completed successfully; goal reached,acquirements,100
3921,act,something completed successfully; goal reached,hits,100
3922,act,something completed successfully; goal reached,actualization,100
3923,act,something completed successfully; goal reached,consummations,100
3924,act,something completed successfully; goal reached,conquests,100
3925,act,something completed successfully; goal reached,strokes,100
3926,act,something completed successfully; goal reached,effectuations,100
3927,act,something completed successfully; goal reached,productions,100
3928,act,something completed successfully; goal reached,exploits,100
3929,act,something completed successfully; goal reached,masterpieces,100
3930,act,something completed successfully; goal reached,fulfillments,100
3931,act,something completed successfully; goal reached,acts,100
3932,act,something completed successfully; goal reached,executions,100
3933,act,something completed successfully; goal reached,enactments,100
3934,act,something completed successfully; goal reached,acquisitions,100
3935,act,something completed successfully; goal reached,contrivances,100
3936,act,something completed successfully; goal reached,tour de forces,100
3937,act,something completed successfully; goal reached,encompassments,100
3938,act,behave some way,perform,50
3939,act,behave some way,conduct,50
3940,act,behave some way,comport,50
3941,act,behave some way,bear,50
3942,act,behave some way,act,50
3943,act,behave some way,carry,50
3944,act,behave some way,deport,50
3945,action,something done,move,100
3946,action,something done,thing,100
3947,action,something done,step,100
3948,action,something done,action,100
3949,action,something done,performance,100
3950,action,something done,deed,100
3951,action,something done,operation,100
3952,action,something done,doing,100
3953,action,something done,undertaking,100
3954,action,something done,accomplishment,100
3955,action,something done,exploit,100
3956,action,something done,execution,100
3957,action,something done,feat,100
3958,action,something done,achievement,100
3959,action,state of being active,tasks,100
3960,action,state of being active,works,100
3961,action,state of being active,enterprises,100
3962,action,state of being active,projects,100
3963,action,state of being active,jobs,100
3964,action,state of being active,ventures,100
3965,action,state of being active,acts,100
3966,action,state of being active,endeavors,100
3967,action,state of being active,schemes,100
3968,action,state of being active,bits,100
3969,action,state of being active,zoos,100
3970,action,state of being active,entertainments,100
3971,action,state of being active,undertakings,100
3972,action,state of being active,scenes,100
3973,action,state of being active,labors,100
3974,action,state of being active,bags,100
3975,action,state of being active,games,100
3976,action,state of being active,pastimes,100
3977,action,state of being active,stunts,100
3978,action,state of being active,rackets,100
3979,action,state of being active,hobbies,100
3980,action,state of being active,deeds,100
3981,action,state of being active,avocations,100
3982,action,state of being active,trips,100
3983,action,state of being active,occupations,100
3984,action,state of being active,ballgames,100
3985,action,state of being active,action,100
3986,action,state of being active,life,100
3987,action,state of being active,enterprise,100
3988,action,state of being active,exercise,100
3989,action,state of being active,movement,100
3990,action,state of being active,exertion,100
3991,action,state of being active,motion,100
3992,action,state of being active,labor,100
3993,action,state of being active,liveliness,100
3994,action,state of being active,animation,100
3995,action,state of being active,bustle,100
3996,action,state of being active,hustle,100
3997,action,state of being active,activeness,100
3998,action,"power, instrumentality",operations,100
3999,action,"power, instrumentality",forces,100
4000,action,"power, instrumentality",organs,100
4001,action,"power, instrumentality",vehicles,100
4002,action,"power, instrumentality",media,100
4003,action,"power, instrumentality",intercessions,100
4004,action,"power, instrumentality",means,100
4005,action,"power, instrumentality",auspices,100
4006,action,"power, instrumentality",efficiencies,100
4007,action,"power, instrumentality",works,100
4008,action,"power, instrumentality",influences,100
4009,action,"power, instrumentality",mechanisms,100
4010,action,"power, instrumentality",mediations,100
4011,action,"power, instrumentality",instruments,100
4012,action,"power, instrumentality",activities,100
4013,action,"power, instrumentality",actions,100
4014,action,"power, instrumentality",interventions,100
4015,action,"power, instrumentality",channels,100
4016,action,"power, instrumentality",instrumentalities,100
4017,action,"power, instrumentality",operation,100
4018,action,"power, instrumentality",force,100
4019,action,"power, instrumentality",organ,100
4020,action,"power, instrumentality",vehicle,100
4021,action,"power, instrumentality",medium,100
4022,action,"power, instrumentality",intercession,100
4023,action,"power, instrumentality",means,100
4024,action,"power, instrumentality",auspices,100
4025,action,"power, instrumentality",efficiency,100
4026,action,"power, instrumentality",work,100
4027,action,"power, instrumentality",influence,100
4028,action,"power, instrumentality",mechanism,100
4029,action,"power, instrumentality",mediation,100
4030,action,"power, instrumentality",instrument,100
4031,action,"power, instrumentality",activity,100
4032,action,"power, instrumentality",action,100
4033,action,"power, instrumentality",intervention,100
4034,action,"power, instrumentality",channel,100
4035,action,"power, instrumentality",instrumentality,100
4036,action,"entertaining, making someone laugh",enjoyment,100
4037,action,"entertaining, making someone laugh",delight,100
4038,action,"entertaining, making someone laugh",diversion,100
4039,action,"entertaining, making someone laugh",pleasure,100
4040,action,"entertaining, making someone laugh",laughter,100
4041,action,"entertaining, making someone laugh",hilarity,100
4042,action,"entertaining, making someone laugh",merriment,100
4043,action,"entertaining, making someone laugh",ball,100
4044,action,"entertaining, making someone laugh",picnic,100
4045,action,"entertaining, making someone laugh",entertainment,100
4046,action,"entertaining, making someone laugh",play,100
4047,action,"entertaining, making someone laugh",action,100
4048,action,"entertaining, making someone laugh",cheer,100
4049,action,"entertaining, making someone laugh",gratification,100
4050,action,"entertaining, making someone laugh",fun,100
4051,action,"entertaining, making someone laugh",mirth,100
4052,action,"entertaining, making someone laugh",pleasing,100
4053,action,"entertaining, making someone laugh",hoopla,100
4054,action,"entertaining, making someone laugh",high time,100
4055,action,"entertaining, making someone laugh",grins,100
4056,action,"entertaining, making someone laugh",whoopee,100
4057,action,"entertaining, making someone laugh",laughs,100
4058,action,"entertaining, making someone laugh",beguilement,100
4059,action,"entertaining, making someone laugh",field day,100
4060,action,"entertaining, making someone laugh",fun and games,100
4061,action,"entertaining, making someone laugh",gladdening,100
4062,action,"entertaining, making someone laugh",merry go round,100
4063,action,"entertaining, making someone laugh",regalement,100
4064,active,"physically or mentally nimble, deft",rapid,100
4065,active,"physically or mentally nimble, deft",energetic,100
4066,active,"physically or mentally nimble, deft",frisky,100
4067,active,"physically or mentally nimble, deft",limber,100
4068,active,"physically or mentally nimble, deft",athletic,100
4069,active,"physically or mentally nimble, deft",buoyant,100
4070,active,"physically or mentally nimble, deft",spirited,100
4071,active,"physically or mentally nimble, deft",lithe,100
4072,active,"physically or mentally nimble, deft",lively,100
4073,active,"physically or mentally nimble, deft",sprightly,100
4074,active,"physically or mentally nimble, deft",quick,100
4075,active,"physically or mentally nimble, deft",sharp,100
4076,active,"physically or mentally nimble, deft",supple,100
4077,active,"physically or mentally nimble, deft",active,100
4078,active,"physically or mentally nimble, deft",acute,100
4079,active,"physically or mentally nimble, deft",alert,100
4080,active,"physically or mentally nimble, deft",brisk,100
4081,active,"physically or mentally nimble, deft",clever,100
4082,active,"physically or mentally nimble, deft",dexterous,100
4083,active,"physically or mentally nimble, deft",fleet,100
4084,active,"physically or mentally nimble, deft",mercurial,100
4085,active,"physically or mentally nimble, deft",prompt,100
4086,active,"physically or mentally nimble, deft",quick-witted,100
4087,active,"physically or mentally nimble, deft",ready,100
4088,active,"physically or mentally nimble, deft",sportive,100
4089,active,"physically or mentally nimble, deft",spry,100
4090,active,"physically or mentally nimble, deft",stirring,100
4091,active,"physically or mentally nimble, deft",swift,100
4092,active,"physically or mentally nimble, deft",vigorous,100
4093,active,"physically or mentally nimble, deft",vivacious,100
4094,active,"physically or mentally nimble, deft",zippy,100
4095,active,"physically or mentally nimble, deft",winged,100
4096,active,"physically or mentally nimble, deft",bustling,100
4097,active,"physically or mentally nimble, deft",easy-moving,100
4098,active,"physically or mentally nimble, deft",quick on the draw,100
4099,active,"physically or mentally nimble, deft",quick on the trigger,100
4100,active,"physically or mentally nimble, deft",spright,100
4101,active,"physically or mentally nimble, deft",twinkle toes,100
4102,active,"attentive, lively",watchful,100
4103,active,"attentive, lively",wise,100
4104,active,"attentive, lively",wary,100
4105,active,"attentive, lively",observant,100
4106,active,"attentive, lively",active,100
4107,active,"attentive, lively",bright,100
4108,active,"attentive, lively",perceptive,100
4109,active,"attentive, lively",wired,100
4110,active,"attentive, lively",vigilant,100
4111,active,"attentive, lively",sharp,100
4112,active,"attentive, lively",careful,100
4113,active,"attentive, lively",intelligent,100
4114,active,"attentive, lively",ready,100
4115,active,"attentive, lively",hip,100
4116,active,"attentive, lively",quick,100
4117,active,"attentive, lively",spirited,100
4118,active,"attentive, lively",cagey,100
4119,active,"attentive, lively",circumspect,100
4120,active,"attentive, lively",clever,100
4121,active,"attentive, lively",heedful,100
4122,active,"attentive, lively",on guard,100
4123,active,"attentive, lively",on the ball,100
4124,active,"attentive, lively",wide-awake,100
4125,active,"attentive, lively",with it,100
4126,active,"attentive, lively",jazzed,100
4127,active,"attentive, lively",all ears,100
4128,active,"attentive, lively",fast on the draw,100
4129,active,"attentive, lively",good hands,100
4130,active,"attentive, lively",heads up,100
4131,active,"attentive, lively",on the job,100
4132,active,"attentive, lively",on the lookout,100
4133,active,"attentive, lively",on the qui vive,100
4134,active,"attentive, lively",psyched up,100
4135,active,"attentive, lively",switched on,100
4136,active,"attentive, lively",on one's toes,100
4137,active,lively,spirited,50
4138,active,lively,animated,50
4139,active,lively,alert,50
4140,active,lively,active,50
4141,active,lively,dynamic,50
4142,active,lively,gay,50
4143,active,lively,happy,50
4144,active,lively,vivacious,50
4145,active,lively,energized,50
4146,active,lively,activated,50
4147,active,lively,spirited,100
4148,active,lively,vivid,100
4149,active,lively,energetic,100
4150,active,lively,elated,100
4151,active,lively,brisk,100
4152,active,lively,alert,100
4153,active,lively,animate,100
4154,active,lively,excited,100
4155,active,lively,active,100
4156,active,lively,ardent,100
4157,active,lively,buoyant,100
4158,active,lively,dynamic,100
4159,active,lively,ebullient,100
4160,active,lively,enthusiastic,100
4161,active,lively,fervent,100
4162,active,lively,gay,100
4163,active,lively,happy,100
4164,active,lively,passionate,100
4165,active,lively,peppy,100
4166,active,lively,quick,100
4167,active,lively,snappy,100
4168,active,lively,sprightly,100
4169,active,lively,vibrant,100
4170,active,lively,vigorous,100
4171,active,lively,vital,100
4172,active,lively,vivacious,100
4173,active,lively,zealous,100
4174,active,lively,zippy,100
4175,active,lively,energized,100
4176,active,lively,activated,100
4177,active,lively,vitalized,100
4178,active,lively,zestful,100
4179,active,lively,zingy,100
4180,active,hard-working,diligent,100
4181,active,hard-working,zealous,100
4182,active,hard-working,scrupulous,100
4183,active,hard-working,indefatigable,100
4184,active,hard-working,exacting,100
4185,active,hard-working,laborious,100
4186,active,hard-working,active,100
4187,active,hard-working,attentive,100
4188,active,hard-working,busy,100
4189,active,hard-working,constant,100
4190,active,hard-working,eager beaver,100
4191,active,hard-working,grinding,100
4192,active,hard-working,industrious,100
4193,active,hard-working,persevering,100
4194,active,hard-working,sedulous,100
4195,active,hard-working,steady,100
4196,active,hard-working,studious,100
4197,active,hard-working,unflagging,100
4198,active,hard-working,untiring,100
4199,active,hard-working,whiz,100
4200,active,hard-working,plugging,100
4201,active,moving,about,10
4202,active,moving,active,10
4203,active,moving,afoot,10
4204,active,moving,alert,10
4205,active,moving,awake,10
4206,active,moving,roused,10
4207,activist,person wanting something ended,revolutionary,50
4208,activist,person wanting something ended,advocate,50
4209,activist,person wanting something ended,opponent,50
4210,activist,person wanting something ended,activist,50
4211,activist,person overenthusiastic about an interest,enthusiast,100
4212,activist,person overenthusiastic about an interest,devotee,100
4213,activist,person overenthusiastic about an interest,bigot,100
4214,activist,person overenthusiastic about an interest,freak,100
4215,activist,person overenthusiastic about an interest,maniac,100
4216,activist,person overenthusiastic about an interest,radical,100
4217,activist,person overenthusiastic about an interest,nut,100
4218,activist,person overenthusiastic about an interest,visionary,100
4219,activist,person overenthusiastic about an interest,extremist,100
4220,activist,person overenthusiastic about an interest,zealot,100
4221,activist,person overenthusiastic about an interest,addict,100
4222,activist,person overenthusiastic about an interest,fiend,100
4223,activist,person overenthusiastic about an interest,militant,100
4224,activist,person overenthusiastic about an interest,fool,100
4225,activist,person overenthusiastic about an interest,crazy,100
4226,activist,person overenthusiastic about an interest,demon,100
4227,activist,person overenthusiastic about an interest,crank,100
4228,activist,person overenthusiastic about an interest,bug,100
4229,activist,person overenthusiastic about an interest,activist,100
4230,activist,person overenthusiastic about an interest,monomaniac,100
4231,activist,person overenthusiastic about an interest,ultraist,100
4232,activist,person overenthusiastic about an interest,enthusiasts,100
4233,activist,person overenthusiastic about an interest,devotees,100
4234,activist,person overenthusiastic about an interest,bigots,100
4235,activist,person overenthusiastic about an interest,freaks,100
4236,activist,person overenthusiastic about an interest,maniacs,100
4237,activist,person overenthusiastic about an interest,radicals,100
4238,activist,person overenthusiastic about an interest,nuts,100
4239,activist,person overenthusiastic about an interest,visionaries,100
4240,activist,person overenthusiastic about an interest,extremists,100
4241,activist,person overenthusiastic about an interest,zealots,100
4242,activist,person overenthusiastic about an interest,addicts,100
4243,activist,person overenthusiastic about an interest,fiends,100
4244,activist,person overenthusiastic about an interest,militants,100
4245,activist,person overenthusiastic about an interest,fools,100
4246,activist,person overenthusiastic about an interest,crazies,100
4247,activist,person overenthusiastic about an interest,demons,100
4248,activist,person overenthusiastic about an interest,cranks,100
4249,activist,person overenthusiastic about an interest,bugs,100
4250,activist,person overenthusiastic about an interest,activists,100
4251,activist,person overenthusiastic about an interest,monomaniacs,100
4252,activist,person overenthusiastic about an interest,ultraists,100
4253,activist,special interest representative,mover and shaker,10
4254,activist,special interest representative,pressure group,10
4255,activist,special interest representative,activist,10
4256,activist,special interest representative,powerbroker,10
4257,activist,special interest representative,influence peddler,10
4258,activist,special interest representative,person of influence,10
4259,activist,"person who fights, is aggressive",fighter,100
4260,activist,"person who fights, is aggressive",protester,100
4261,activist,"person who fights, is aggressive",demonstrator,100
4262,activist,"person who fights, is aggressive",combatant,100
4263,activist,"person who fights, is aggressive",warrior,100
4264,activist,"person who fights, is aggressive",belligerent,100
4265,activist,"person who fights, is aggressive",partisan,100
4266,activist,"person who fights, is aggressive",activist,100
4267,activist,"person who fights, is aggressive",rioter,100
4268,activist,"person who fights, is aggressive",objector,100
4269,activist,someone who blocks progress,activist,50
4270,activist,someone who blocks progress,demonstrator,50
4271,activist,someone who blocks progress,dissenter,50
4272,activist,someone who blocks progress,conscientious objector,50
4273,activist,someone who blocks progress,objector,50
4274,activist,someone who blocks progress,separatist,50
4275,activist,someone who blocks progress,protester,50
4276,activist,someone who blocks progress,rebel,50
4277,activist,someone who blocks progress,revolutionary,50
4278,activity,something done,reaction,100
4279,activity,something done,life,100
4280,activity,something done,force,100
4281,activity,something done,deal,100
4282,activity,something done,process,100
4283,activity,something done,plan,100
4284,activity,something done,activity,100
4285,activity,something done,operation,100
4286,activity,something done,response,100
4287,activity,something done,movement,100
4288,activity,something done,energy,100
4289,activity,something done,scene,100
4290,activity,something done,vim,100
4291,activity,something done,dash,100
4292,activity,something done,alacrity,100
4293,activity,something done,proposition,100
4294,activity,something done,racket,100
4295,activity,something done,functioning,100
4296,activity,something done,trip,100
4297,activity,something done,occupation,100
4298,activity,something done,business,100
4299,activity,something done,commotion,100
4300,activity,something done,liveliness,100
4301,activity,something done,animation,100
4302,activity,something done,hoopla,100
4303,activity,something done,stir,100
4304,activity,something done,alertness,100
4305,activity,something done,vigor,100
4306,activity,something done,turmoil,100
4307,activity,something done,agility,100
4308,activity,something done,power,100
4309,activity,something done,vitality,100
4310,activity,something done,flurry,100
4311,activity,something done,bustle,100
4312,activity,something done,stunt,100
4313,activity,something done,bit,100
4314,activity,something done,spirit,100
4315,activity,something done,going,100
4316,activity,something done,rush,100
4317,activity,something done,happening,100
4318,activity,something done,industry,100
4319,activity,something done,game,100
4320,activity,something done,motion,100
4321,activity,something done,bag,100
4322,activity,something done,haste,100
4323,activity,something done,enterprise,100
4324,activity,something done,hopper,100
4325,activity,something done,vivacity,100
4326,activity,something done,ballgame,100
4327,activity,something done,big idea,100
4328,activity,something done,in the works,100
4329,activity,person who has compulsion toward,enthusiast,100
4330,activity,person who has compulsion toward,devotee,100
4331,activity,person who has compulsion toward,practitioner,100
4332,activity,person who has compulsion toward,fanatic,100
4333,activity,person who has compulsion toward,follower,100
4334,activity,person who has compulsion toward,junkie,100
4335,activity,person who has compulsion toward,buff,100
4336,activity,person who has compulsion toward,freak,100
4337,activity,person who has compulsion toward,nut,100
4338,activity,person who has compulsion toward,activity,100
4339,activity,person who has compulsion toward,zealot,100
4340,activity,person who has compulsion toward,fan,100
4341,activity,person who has compulsion toward,fiend,100
4342,activity,person who has compulsion toward,hound,100
4343,activity,person who has compulsion toward,habitué,100
4344,activity,person who has compulsion toward,often injurious aficionado,100
4345,activity,"power, instrumentality",operations,100
4346,activity,"power, instrumentality",forces,100
4347,activity,"power, instrumentality",organs,100
4348,activity,"power, instrumentality",vehicles,100
4349,activity,"power, instrumentality",media,100
4350,activity,"power, instrumentality",intercessions,100
4351,activity,"power, instrumentality",means,100
4352,activity,"power, instrumentality",auspices,100
4353,activity,"power, instrumentality",efficiencies,100
4354,activity,"power, instrumentality",works,100
4355,activity,"power, instrumentality",influences,100
4356,activity,"power, instrumentality",mechanisms,100
4357,activity,"power, instrumentality",mediations,100
4358,activity,"power, instrumentality",instruments,100
4359,activity,"power, instrumentality",activities,100
4360,activity,"power, instrumentality",actions,100
4361,activity,"power, instrumentality",interventions,100
4362,activity,"power, instrumentality",channels,100
4363,activity,"power, instrumentality",instrumentalities,100
4364,activity,"power, instrumentality",operation,100
4365,activity,"power, instrumentality",force,100
4366,activity,"power, instrumentality",organ,100
4367,activity,"power, instrumentality",vehicle,100
4368,activity,"power, instrumentality",medium,100
4369,activity,"power, instrumentality",intercession,100
4370,activity,"power, instrumentality",means,100
4371,activity,"power, instrumentality",auspices,100
4372,activity,"power, instrumentality",efficiency,100
4373,activity,"power, instrumentality",work,100
4374,activity,"power, instrumentality",influence,100
4375,activity,"power, instrumentality",mechanism,100
4376,activity,"power, instrumentality",mediation,100
4377,activity,"power, instrumentality",instrument,100
4378,activity,"power, instrumentality",activity,100
4379,activity,"power, instrumentality",action,100
4380,activity,"power, instrumentality",intervention,100
4381,activity,"power, instrumentality",channel,100
4382,activity,"power, instrumentality",instrumentality,100
4383,activity,"physical or mental nimbleness, deftness",quickness,100
4384,activity,"physical or mental nimbleness, deftness",cleverness,100
4385,activity,"physical or mental nimbleness, deftness",sharpness,100
4386,activity,"physical or mental nimbleness, deftness",swiftness,100
4387,activity,"physical or mental nimbleness, deftness",dexterity,100
4388,activity,"physical or mental nimbleness, deftness",celerity,100
4389,activity,"physical or mental nimbleness, deftness",sprightliness,100
4390,activity,"physical or mental nimbleness, deftness",adroitness,100
4391,activity,"physical or mental nimbleness, deftness",expedition,100
4392,activity,"physical or mental nimbleness, deftness",fleetness,100
4393,activity,"physical or mental nimbleness, deftness",dispatch,100
4394,activity,"physical or mental nimbleness, deftness",liveliness,100
4395,activity,"physical or mental nimbleness, deftness",alacrity,100
4396,activity,"physical or mental nimbleness, deftness",suppleness,100
4397,activity,"physical or mental nimbleness, deftness",friskiness,100
4398,activity,"physical or mental nimbleness, deftness",acuteness,100
4399,activity,"physical or mental nimbleness, deftness",promptness,100
4400,activity,"physical or mental nimbleness, deftness",activity,100
4401,activity,"physical or mental nimbleness, deftness",alertness,100
4402,activity,"physical or mental nimbleness, deftness",litheness,100
4403,activity,"physical or mental nimbleness, deftness",promptitude,100
4404,activity,"physical or mental nimbleness, deftness",briskness,100
4405,activity,"physical or mental nimbleness, deftness",quickwittedness,100
4406,activity,"physical or mental nimbleness, deftness",spryness,100
4407,activity,"area of interest, expertise",province,100
4408,activity,"area of interest, expertise",office,100
4409,activity,"area of interest, expertise",business,100
4410,activity,"area of interest, expertise",administration,100
4411,activity,"area of interest, expertise",station,100
4412,activity,"area of interest, expertise",bureau,100
4413,activity,"area of interest, expertise",duty,100
4414,activity,"area of interest, expertise",domain,100
4415,activity,"area of interest, expertise",classification,100
4416,activity,"area of interest, expertise",jurisdiction,100
4417,activity,"area of interest, expertise",avocation,100
4418,activity,"area of interest, expertise",sphere,100
4419,activity,"area of interest, expertise",vocation,100
4420,activity,"area of interest, expertise",occupation,100
4421,activity,"area of interest, expertise",slot,100
4422,activity,"area of interest, expertise",realm,100
4423,activity,"area of interest, expertise",field,100
4424,activity,"area of interest, expertise",bailiwick,100
4425,activity,"area of interest, expertise",function,100
4426,activity,"area of interest, expertise",niche,100
4427,activity,"area of interest, expertise",incumbency,100
4428,activity,"area of interest, expertise",assignment,100
4429,activity,"area of interest, expertise",spot,100
4430,activity,"area of interest, expertise",specialty,100
4431,activity,"area of interest, expertise",capacity,100
4432,activity,"area of interest, expertise",line,100
4433,activity,"area of interest, expertise",class,100
4434,activity,"area of interest, expertise",berth,100
4435,activity,"area of interest, expertise",responsibility,100
4436,activity,"area of interest, expertise",dominion,100
4437,activity,"area of interest, expertise",activity,100
4438,activity,"area of interest, expertise",wing,100
4439,activity,"area of interest, expertise",walk of life,100
4440,actor,person representing an organization or person in business,commissioner,100
4441,actor,person representing an organization or person in business,minister,100
4442,actor,person representing an organization or person in business,deputy,100
4443,actor,person representing an organization or person in business,assistant,100
4444,actor,person representing an organization or person in business,worker,100
4445,actor,person representing an organization or person in business,broker,100
4446,actor,person representing an organization or person in business,promoter,100
4447,actor,person representing an organization or person in business,representative,100
4448,actor,person representing an organization or person in business,lawyer,100
4449,actor,person representing an organization or person in business,operator,100
4450,actor,person representing an organization or person in business,operative,100
4451,actor,person representing an organization or person in business,officer,100
4452,actor,person representing an organization or person in business,ambassador,100
4453,actor,person representing an organization or person in business,attorney,100
4454,actor,person representing an organization or person in business,go-between,100
4455,actor,person representing an organization or person in business,negotiator,100
4456,actor,person representing an organization or person in business,substitute,100
4457,actor,person representing an organization or person in business,principal,100
4458,actor,person representing an organization or person in business,abettor,100
4459,actor,person representing an organization or person in business,actor,100
4460,actor,person representing an organization or person in business,doer,100
4461,actor,person representing an organization or person in business,factor,100
4462,actor,person representing an organization or person in business,intermediary,100
4463,actor,person representing an organization or person in business,proctor,100
4464,actor,person representing an organization or person in business,advocate,100
4465,actor,person representing an organization or person in business,salesperson,100
4466,actor,person representing an organization or person in business,proxy,100
4467,actor,person representing an organization or person in business,emissary,100
4468,actor,person representing an organization or person in business,surrogate,100
4469,actor,person representing an organization or person in business,servant,100
4470,actor,person representing an organization or person in business,envoy,100
4471,actor,person representing an organization or person in business,steward,100
4472,actor,person representing an organization or person in business,delegate,100
4473,actor,person representing an organization or person in business,executor,100
4474,actor,person representing an organization or person in business,handler,100
4475,actor,person representing an organization or person in business,assignee,100
4476,actor,person representing an organization or person in business,mover,100
4477,actor,person representing an organization or person in business,functionary,100
4478,actor,person representing an organization or person in business,factotum,100
4479,actor,person representing an organization or person in business,mediary,100
4480,actor,person representing an organization or person in business,middleperson,100
4481,actor,person representing an organization or person in business,ten percenter,100
4482,actor,person representing an organization or person in business,commissioners,100
4483,actor,person representing an organization or person in business,ministers,100
4484,actor,person representing an organization or person in business,deputies,100
4485,actor,person representing an organization or person in business,assistants,100
4486,actor,person representing an organization or person in business,workers,100
4487,actor,person representing an organization or person in business,brokers,100
4488,actor,person representing an organization or person in business,promoters,100
4489,actor,person representing an organization or person in business,representatives,100
4490,actor,person representing an organization or person in business,lawyers,100
4491,actor,person representing an organization or person in business,operators,100
4492,actor,person representing an organization or person in business,operatives,100
4493,actor,person representing an organization or person in business,officers,100
4494,actor,person representing an organization or person in business,ambassadors,100
4495,actor,person representing an organization or person in business,attorneys,100
4496,actor,person representing an organization or person in business,go-betweens,100
4497,actor,person representing an organization or person in business,negotiators,100
4498,actor,person representing an organization or person in business,substitutes,100
4499,actor,person representing an organization or person in business,principals,100
4500,actor,person representing an organization or person in business,abettors,100
4501,actor,person representing an organization or person in business,actors,100
4502,actor,person representing an organization or person in business,doers,100
4503,actor,person representing an organization or person in business,factors,100
4504,actor,person representing an organization or person in business,intermediaries,100
4505,actor,person representing an organization or person in business,proctors,100
4506,actor,person representing an organization or person in business,advocates,100
4507,actor,person representing an organization or person in business,salespeople,100
4508,actor,person representing an organization or person in business,proxies,100
4509,actor,person representing an organization or person in business,emissaries,100
4510,actor,person representing an organization or person in business,surrogates,100
4511,actor,person representing an organization or person in business,servants,100
4512,actor,person representing an organization or person in business,envoys,100
4513,actor,person representing an organization or person in business,stewards,100
4514,actor,person representing an organization or person in business,delegates,100
4515,actor,person representing an organization or person in business,executors,100
4516,actor,person representing an organization or person in business,handlers,100
4517,actor,person representing an organization or person in business,assignees,100
4518,actor,person representing an organization or person in business,movers,100
4519,actor,person representing an organization or person in business,functionaries,100
4520,actor,person representing an organization or person in business,factotums,100
4521,actor,person representing an organization or person in business,mediaries,100
